transaccion_id,fecha_hora,sucursal_id,producto_id,monto_total,tiempo_atencion_min
TXN-018471,2026-03-19 16:01:43,SUC-01,PROD-02,15.82,2.33
TXN-018472,2026-03-19 16:03:19,SUC-02,PROD-01,20.17,2.12
TXN-018473,2026-03-19 16:03:44,SUC-03,PROD-02,18.9,3.65
TXN-018474,2026-03-19 16:03:45,SUC-03,PROD-04,26.82,2.84
TXN-018475,2026-03-19 16:04:30,SUC-01,PROD-02,12.82,3.45
TXN-018476,2026-03-19 16:04:37,SUC-03,PROD-01,9.78,2.46
TXN-018477,2026-03-19 16:05:09,SUC-01,PROD-04,19.97,2.65
TXN-018478,2026-03-19 16:05:21,SUC-02,PROD-03,7.35,2.64
TXN-018479,2026-03-19 16:05:41,SUC-01,PROD-01,39.19,3.16
TXN-018480,2026-03-19 16:05:41,SUC-01,PROD-04,19.55,4.29
TXN-018481,2026-03-19 16:06:14,SUC-01,PROD-04,12.66,2.02
TXN-018482,2026-03-19 16:06:48,SUC-03,PROD-01,30.98,2.39
TXN-018483,2026-03-19 16:07:09,SUC-02,PROD-03,14.59,3.66
TXN-018484,2026-03-19 16:08:11,SUC-01,PROD-04,14.81,4.9
TXN-018485,2026-03-19 16:08:15,SUC-02,PROD-03,21.55,2.97
TXN-018486,2026-03-19 16:08:17,SUC-01,PROD-03,17.16,1.56
TXN-018487,2026-03-19 16:09:21,SUC-01,PROD-04,20.4,3.05
TXN-018488,2026-03-19 16:09:52,SUC-01,PROD-03,20.6,4.29
TXN-018489,2026-03-19 16:09:54,SUC-03,PROD-04,22.05,4.15
TXN-018490,2026-03-19 16:11:01,SUC-02,PROD-01,8.66,1.88
TXN-018491,2026-03-19 16:11:11,SUC-03,PROD-03,16.19,3.13
TXN-018492,2026-03-19 16:11:13,SUC-01,PROD-01,10.74,2.72
TXN-018493,2026-03-19 16:11:24,SUC-01,PROD-04,8.03,3.46
TXN-018494,2026-03-19 16:11:26,SUC-01,PROD-02,25.88,2.46
TXN-018495,2026-03-19 16:11:30,SUC-03,PROD-01,7.99,2.27
TXN-018496,2026-03-19 16:12:43,SUC-03,PROD-02,37.51,2.28
TXN-018497,2026-03-19 16:13:11,SUC-03,PROD-02,6.54,1.97
TXN-018498,2026-03-19 16:13:19,SUC-02,PROD-04,7.74,2.23
TXN-018499,2026-03-19 16:13:43,SUC-01,PROD-03,19.81,2.13
TXN-018500,2026-03-19 16:13:55,SUC-03,PROD-01,15.76,3.9
TXN-018501,2026-03-19 16:14:11,SUC-03,PROD-03,11.39,3.18
TXN-018502,2026-03-19 16:14:48,SUC-01,PROD-03,10.74,2.91
TXN-018503,2026-03-19 16:15:16,SUC-03,PROD-04,15.48,3.17
TXN-018504,2026-03-19 16:16:10,SUC-03,PROD-02,22.49,2.36
TXN-018505,2026-03-19 16:16:33,SUC-03,PROD-01,14.36,3.03
TXN-018506,2026-03-19 16:16:38,SUC-02,PROD-04,21.71,4.52
TXN-018507,2026-03-19 16:16:49,SUC-03,PROD-04,10.27,2.21
TXN-018508,2026-03-19 16:17:48,SUC-01,PROD-04,12.32,2.75
TXN-018509,2026-03-19 16:17:51,SUC-02,PROD-02,9.2,2.83
TXN-018510,2026-03-19 16:19:09,SUC-02,PROD-04,17.76,2.48
TXN-018511,2026-03-19 16:19:15,SUC-01,PROD-01,20.87,2.19
TXN-018512,2026-03-19 16:19:18,SUC-01,PROD-01,9.25,2.14
TXN-018513,2026-03-19 16:19:32,SUC-02,PROD-01,12.08,2.53
TXN-018514,2026-03-19 16:19:47,SUC-01,PROD-02,9.56,2.38
TXN-018515,2026-03-19 16:20:26,SUC-03,PROD-02,14.09,5.04
TXN-018516,2026-03-19 16:20:55,SUC-02,PROD-02,22.12,3.94
TXN-018517,2026-03-19 16:21:22,SUC-03,PROD-01,15.84,1.99
TXN-018518,2026-03-19 16:21:49,SUC-03,PROD-03,25.06,4.01
TXN-018519,2026-03-19 16:22:10,SUC-02,PROD-02,17.88,2.29
TXN-018520,2026-03-19 16:22:16,SUC-02,PROD-03,29.4,2.64
TXN-018521,2026-03-19 16:22:20,SUC-01,PROD-02,16.14,2.43
TXN-018522,2026-03-19 16:23:09,SUC-01,PROD-01,32.7,1.59
TXN-018523,2026-03-19 16:23:49,SUC-03,PROD-04,18.08,2.23
TXN-018524,2026-03-19 16:25:00,SUC-01,PROD-04,12.82,4.24
TXN-018525,2026-03-19 16:25:42,SUC-02,PROD-02,21.49,4.03
TXN-018526,2026-03-19 16:25:47,SUC-03,PROD-01,29.85,3.36
TXN-018527,2026-03-19 16:26:03,SUC-01,PROD-03,12.73,3.13
TXN-018528,2026-03-19 16:27:53,SUC-02,PROD-04,10.35,2.72
TXN-018529,2026-03-19 16:27:54,SUC-03,PROD-04,18.82,5.38
TXN-018530,2026-03-19 16:28:03,SUC-03,PROD-01,18.34,3.1
TXN-018531,2026-03-19 16:28:27,SUC-03,PROD-02,19.05,2.87
TXN-018532,2026-03-19 16:29:16,SUC-01,PROD-01,23.57,2.77
TXN-018533,2026-03-19 16:29:38,SUC-01,PROD-03,16.06,2.92
TXN-018534,2026-03-19 16:29:46,SUC-03,PROD-02,15.71,3.15
TXN-018535,2026-03-19 16:30:06,SUC-03,PROD-02,14.78,3.46
TXN-018536,2026-03-19 16:30:12,SUC-03,PROD-01,15.26,2.67
TXN-018537,2026-03-19 16:30:26,SUC-01,PROD-02,20.64,2.9
TXN-018538,2026-03-19 16:30:56,SUC-01,PROD-04,9.99,2.39
TXN-018539,2026-03-19 16:31:07,SUC-01,PROD-03,10.92,1.58
TXN-018540,2026-03-19 16:31:45,SUC-03,PROD-04,10.55,4.74
TXN-018541,2026-03-19 16:32:38,SUC-03,PROD-04,11.4,2.02
TXN-018542,2026-03-19 16:33:16,SUC-03,PROD-02,21.64,5.09
TXN-018543,2026-03-19 16:33:25,SUC-03,PROD-03,11.11,2.7
TXN-018544,2026-03-19 16:35:09,SUC-02,PROD-02,15.54,4.54
TXN-018545,2026-03-19 16:35:51,SUC-01,PROD-01,18.12,2.3
TXN-018546,2026-03-19 16:36:10,SUC-01,PROD-01,23.83,2.18
TXN-018547,2026-03-19 16:36:26,SUC-03,PROD-02,29.69,2.2
TXN-018548,2026-03-19 16:36:30,SUC-02,PROD-02,30.39,3.88
TXN-018549,2026-03-19 16:36:50,SUC-02,PROD-03,22.09,2.63
TXN-018550,2026-03-19 16:37:17,SUC-01,PROD-01,15.36,1.74
TXN-018551,2026-03-19 16:37:43,SUC-03,PROD-02,12.76,5.38
TXN-018552,2026-03-19 16:38:54,SUC-03,PROD-03,10.25,2.52
TXN-018553,2026-03-19 16:39:01,SUC-01,PROD-04,12.44,2.63
TXN-018554,2026-03-19 16:41:09,SUC-03,PROD-02,14.26,3.67
TXN-018555,2026-03-19 16:41:40,SUC-01,PROD-03,35.52,2.53
TXN-018556,2026-03-19 16:41:47,SUC-03,PROD-01,18.22,4.29
TXN-018557,2026-03-19 16:43:33,SUC-03,PROD-01,14.6,2.45
TXN-018558,2026-03-19 16:44:17,SUC-02,PROD-02,14.2,1.54
TXN-018559,2026-03-19 16:45:55,SUC-03,PROD-01,23.4,2.56
TXN-018560,2026-03-19 16:46:01,SUC-01,PROD-02,15.88,2.78
TXN-018561,2026-03-19 16:46:26,SUC-02,PROD-01,7.63,2.13
TXN-018562,2026-03-19 16:46:35,SUC-01,PROD-04,9.68,3.52
TXN-018563,2026-03-19 16:46:58,SUC-01,PROD-02,17.63,3.46
TXN-018564,2026-03-19 16:47:05,SUC-03,PROD-01,23.71,3.65
TXN-018565,2026-03-19 16:47:26,SUC-01,PROD-02,12.81,2.69
TXN-018566,2026-03-19 16:47:30,SUC-03,PROD-04,31.24,3.58
TXN-018567,2026-03-19 16:47:48,SUC-02,PROD-03,21.69,3.16
TXN-018568,2026-03-19 16:48:24,SUC-02,PROD-03,20.35,2.34
TXN-018569,2026-03-19 16:49:09,SUC-03,PROD-01,8.15,2.97
TXN-018570,2026-03-19 16:49:17,SUC-01,PROD-01,12.26,2.59
TXN-018571,2026-03-19 16:50:01,SUC-03,PROD-02,21.96,3.06
TXN-018572,2026-03-19 16:50:07,SUC-01,PROD-01,15.37,3.74
TXN-018573,2026-03-19 16:50:40,SUC-02,PROD-02,14.59,2.75
TXN-018574,2026-03-19 16:51:18,SUC-02,PROD-03,10.99,4.02
TXN-018575,2026-03-19 16:51:32,SUC-02,PROD-01,19.06,2.01
TXN-018576,2026-03-19 16:51:53,SUC-01,PROD-01,15.18,5.12
TXN-018577,2026-03-19 16:52:19,SUC-01,PROD-03,22.99,3.86
TXN-018578,2026-03-19 16:52:28,SUC-01,PROD-02,10.94,2.22
TXN-018579,2026-03-19 16:53:00,SUC-01,PROD-02,15.85,3.1
TXN-018580,2026-03-19 16:53:08,SUC-03,PROD-04,24.4,3.56
TXN-018581,2026-03-19 16:53:38,SUC-03,PROD-02,12.97,2.97
TXN-018582,2026-03-19 16:53:50,SUC-03,PROD-01,23.09,2.15
TXN-018583,2026-03-19 16:54:50,SUC-01,PROD-04,22.92,1.79
TXN-018584,2026-03-19 16:56:29,SUC-03,PROD-04,26.21,2.74
TXN-018585,2026-03-19 16:56:47,SUC-02,PROD-02,16.8,2.31
TXN-018586,2026-03-19 16:57:20,SUC-03,PROD-02,15.52,4.36
TXN-018587,2026-03-19 16:58:37,SUC-01,PROD-02,10.06,2.28
TXN-018588,2026-03-19 16:58:59,SUC-03,PROD-01,27.98,4.49
TXN-018589,2026-03-19 16:59:08,SUC-01,PROD-03,19.49,2.63
TXN-018590,2026-03-19 16:59:42,SUC-01,PROD-03,18.11,2.83
TXN-018591,2026-03-19 16:59:57,SUC-01,PROD-04,10.39,4.22
TXN-018592,2026-03-19 17:00:06,SUC-03,PROD-01,16.05,2.81
TXN-018593,2026-03-19 17:00:32,SUC-01,PROD-01,46.25,3.77
TXN-018594,2026-03-19 17:00:52,SUC-02,PROD-04,18.81,1.77
TXN-018595,2026-03-19 17:01:07,SUC-02,PROD-01,9.32,4.56
TXN-018596,2026-03-19 17:01:22,SUC-02,PROD-01,24.57,4.44
TXN-018597,2026-03-19 17:01:25,SUC-02,PROD-04,16.4,3.6
TXN-018598,2026-03-19 17:01:55,SUC-03,PROD-02,12.54,4.13
TXN-018599,2026-03-19 17:01:57,SUC-03,PROD-01,11.6,4.21
TXN-018600,2026-03-19 17:01:58,SUC-03,PROD-02,14.35,2.28
TXN-018601,2026-03-19 17:02:11,SUC-02,PROD-03,24.38,2.91
TXN-018602,2026-03-19 17:02:23,SUC-03,PROD-01,26.06,2.11
TXN-018603,2026-03-19 17:03:19,SUC-02,PROD-01,18.41,3.32
TXN-018604,2026-03-19 17:03:58,SUC-01,PROD-03,15.21,2.59
TXN-018605,2026-03-19 17:04:03,SUC-03,PROD-03,8.71,4.33
TXN-018606,2026-03-19 17:04:28,SUC-03,PROD-01,14.13,3.86
TXN-018607,2026-03-19 17:04:33,SUC-02,PROD-04,12.1,3.85
TXN-018608,2026-03-19 17:04:53,SUC-03,PROD-01,18.94,1.97
TXN-018609,2026-03-19 17:05:10,SUC-01,PROD-02,15.84,4.12
TXN-018610,2026-03-19 17:05:10,SUC-02,PROD-04,10.74,1.71
TXN-018611,2026-03-19 17:05:33,SUC-02,PROD-03,16.76,2.68
TXN-018612,2026-03-19 17:05:49,SUC-02,PROD-01,10.22,3.08
TXN-018613,2026-03-19 17:05:51,SUC-02,PROD-02,12.53,2.17
TXN-018614,2026-03-19 17:06:27,SUC-03,PROD-02,6.62,3.45
TXN-018615,2026-03-19 17:06:36,SUC-01,PROD-04,24.62,3.66
TXN-018616,2026-03-19 17:07:06,SUC-02,PROD-01,10.45,3.64
TXN-018617,2026-03-19 17:07:31,SUC-03,PROD-03,26.19,2.2
TXN-018618,2026-03-19 17:08:06,SUC-01,PROD-01,19.6,2.92
TXN-018619,2026-03-19 17:08:13,SUC-01,PROD-03,16.42,3.03
TXN-018620,2026-03-19 17:09:06,SUC-02,PROD-02,22.24,1.66
TXN-018621,2026-03-19 17:09:29,SUC-02,PROD-01,25.16,3.2
TXN-018622,2026-03-19 17:10:03,SUC-03,PROD-02,28.27,3.58
TXN-018623,2026-03-19 17:10:39,SUC-03,PROD-04,12.7,6.05
TXN-018624,2026-03-19 17:11:06,SUC-03,PROD-03,15.87,2.24
TXN-018625,2026-03-19 17:11:11,SUC-03,PROD-03,18.24,2.98
TXN-018626,2026-03-19 17:11:43,SUC-03,PROD-02,20.11,3.05
TXN-018627,2026-03-19 17:11:46,SUC-02,PROD-03,11.11,2.85
TXN-018628,2026-03-19 17:11:47,SUC-03,PROD-04,12.73,2.69
TXN-018629,2026-03-19 17:12:42,SUC-02,PROD-01,14.45,2.61
TXN-018630,2026-03-19 17:13:37,SUC-03,PROD-01,20.71,3.21
TXN-018631,2026-03-19 17:13:51,SUC-03,PROD-03,8.22,4.2
TXN-018632,2026-03-19 17:14:28,SUC-01,PROD-03,27.32,1.99
TXN-018633,2026-03-19 17:15:00,SUC-02,PROD-01,16.71,3.0
TXN-018634,2026-03-19 17:15:31,SUC-02,PROD-03,15.09,2.39
TXN-018635,2026-03-19 17:15:55,SUC-02,PROD-01,15.14,3.58
TXN-018636,2026-03-19 17:16:01,SUC-01,PROD-01,11.78,2.78
TXN-018637,2026-03-19 17:16:30,SUC-01,PROD-02,9.09,2.75
TXN-018638,2026-03-19 17:18:17,SUC-03,PROD-04,22.98,2.44
TXN-018639,2026-03-19 17:18:32,SUC-02,PROD-04,15.39,2.23
TXN-018640,2026-03-19 17:19:14,SUC-02,PROD-03,19.2,3.47
TXN-018641,2026-03-19 17:19:29,SUC-01,PROD-03,9.39,3.86
TXN-018642,2026-03-19 17:20:59,SUC-01,PROD-01,8.3,2.98
TXN-018643,2026-03-19 17:21:43,SUC-02,PROD-02,17.2,1.78
TXN-018644,2026-03-19 17:22:07,SUC-01,PROD-03,16.25,3.51
TXN-018645,2026-03-19 17:22:52,SUC-01,PROD-01,11.15,2.09
TXN-018646,2026-03-19 17:23:07,SUC-03,PROD-01,17.56,2.45
TXN-018647,2026-03-19 17:23:19,SUC-02,PROD-04,10.77,3.36
TXN-018648,2026-03-19 17:23:41,SUC-03,PROD-03,18.06,2.47
TXN-018649,2026-03-19 17:24:02,SUC-01,PROD-02,14.05,4.07
TXN-018650,2026-03-19 17:25:16,SUC-02,PROD-04,29.82,2.24
TXN-018651,2026-03-19 17:25:17,SUC-03,PROD-01,7.23,3.39
TXN-018652,2026-03-19 17:25:36,SUC-03,PROD-02,12.32,3.14
TXN-018653,2026-03-19 17:25:48,SUC-01,PROD-02,11.29,3.2
TXN-018654,2026-03-19 17:26:34,SUC-02,PROD-01,27.02,3.51
TXN-018655,2026-03-19 17:26:36,SUC-03,PROD-01,13.86,3.46
TXN-018656,2026-03-19 17:27:14,SUC-02,PROD-01,20.09,2.39
TXN-018657,2026-03-19 17:27:34,SUC-03,PROD-01,7.82,3.08
TXN-018658,2026-03-19 17:27:38,SUC-03,PROD-03,10.57,2.19
TXN-018659,2026-03-19 17:29:24,SUC-01,PROD-01,15.58,2.41
TXN-018660,2026-03-19 17:29:53,SUC-03,PROD-03,15.14,5.96
TXN-018661,2026-03-19 17:29:56,SUC-03,PROD-03,21.36,4.83
TXN-018662,2026-03-19 17:31:18,SUC-01,PROD-03,17.93,3.43
TXN-018663,2026-03-19 17:31:53,SUC-03,PROD-04,15.73,3.07
TXN-018664,2026-03-19 17:32:24,SUC-02,PROD-01,28.83,1.74
TXN-018665,2026-03-19 17:32:47,SUC-01,PROD-02,8.56,3.39
TXN-018666,2026-03-19 17:32:51,SUC-02,PROD-04,43.49,4.7
TXN-018667,2026-03-19 17:33:17,SUC-02,PROD-04,19.94,2.49
TXN-018668,2026-03-19 17:33:17,SUC-01,PROD-03,19.77,2.4
TXN-018669,2026-03-19 17:33:27,SUC-02,PROD-01,18.82,2.6
TXN-018670,2026-03-19 17:34:35,SUC-02,PROD-03,25.17,2.21
TXN-018671,2026-03-19 17:34:37,SUC-01,PROD-01,19.55,3.61
TXN-018672,2026-03-19 17:34:56,SUC-01,PROD-02,40.71,2.93
TXN-018673,2026-03-19 17:35:05,SUC-01,PROD-01,20.71,1.88
TXN-018674,2026-03-19 17:35:14,SUC-03,PROD-03,16.41,2.3
TXN-018675,2026-03-19 17:35:27,SUC-01,PROD-03,4.87,2.96
TXN-018676,2026-03-19 17:36:02,SUC-01,PROD-01,16.54,3.79
TXN-018677,2026-03-19 17:36:07,SUC-01,PROD-01,7.62,3.51
TXN-018678,2026-03-19 17:36:08,SUC-01,PROD-04,12.36,3.24
TXN-018679,2026-03-19 17:37:00,SUC-03,PROD-03,16.78,2.43
TXN-018680,2026-03-19 17:37:34,SUC-01,PROD-02,13.24,2.93
TXN-018681,2026-03-19 17:37:50,SUC-02,PROD-03,10.7,1.98
TXN-018682,2026-03-19 17:37:51,SUC-02,PROD-03,27.23,5.98
TXN-018683,2026-03-19 17:39:31,SUC-02,PROD-02,10.54,3.15
TXN-018684,2026-03-19 17:39:47,SUC-02,PROD-02,16.06,6.05
TXN-018685,2026-03-19 17:39:54,SUC-01,PROD-04,11.11,2.23
TXN-018686,2026-03-19 17:41:52,SUC-02,PROD-03,18.75,3.74
TXN-018687,2026-03-19 17:41:55,SUC-02,PROD-02,30.64,2.08
TXN-018688,2026-03-19 17:42:07,SUC-01,PROD-04,13.93,3.51
TXN-018689,2026-03-19 17:42:45,SUC-02,PROD-02,19.61,2.97
TXN-018690,2026-03-19 17:43:26,SUC-01,PROD-01,21.0,3.38
TXN-018691,2026-03-19 17:44:18,SUC-01,PROD-02,14.94,2.83
TXN-018692,2026-03-19 17:44:22,SUC-01,PROD-02,24.46,3.38
TXN-018693,2026-03-19 17:45:25,SUC-02,PROD-01,15.93,3.79
TXN-018694,2026-03-19 17:45:46,SUC-02,PROD-03,12.36,1.57
TXN-018695,2026-03-19 17:46:11,SUC-02,PROD-01,6.72,1.75
TXN-018696,2026-03-19 17:46:38,SUC-01,PROD-02,22.23,3.72
TXN-018697,2026-03-19 17:47:17,SUC-02,PROD-01,6.55,3.21
TXN-018698,2026-03-19 17:49:12,SUC-02,PROD-03,26.69,1.68
TXN-018699,2026-03-19 17:49:18,SUC-03,PROD-04,13.5,2.92
TXN-018700,2026-03-19 17:50:35,SUC-03,PROD-04,16.6,3.0
TXN-018701,2026-03-19 17:50:56,SUC-01,PROD-01,13.86,4.01
TXN-018702,2026-03-19 17:51:27,SUC-01,PROD-01,11.75,1.76
TXN-018703,2026-03-19 17:51:34,SUC-01,PROD-04,10.01,2.51
TXN-018704,2026-03-19 17:52:06,SUC-02,PROD-01,18.19,3.7
TXN-018705,2026-03-19 17:52:42,SUC-01,PROD-03,9.43,3.17
TXN-018706,2026-03-19 17:52:56,SUC-02,PROD-01,10.42,3.56
TXN-018707,2026-03-19 17:53:27,SUC-03,PROD-04,19.13,3.4
TXN-018708,2026-03-19 17:53:35,SUC-03,PROD-03,11.99,2.11
TXN-018709,2026-03-19 17:54:06,SUC-02,PROD-02,22.23,3.61
TXN-018710,2026-03-19 17:54:42,SUC-02,PROD-02,19.76,2.71
TXN-018711,2026-03-19 17:54:51,SUC-03,PROD-04,12.82,3.39
TXN-018712,2026-03-19 17:55:49,SUC-02,PROD-03,17.25,2.12
TXN-018713,2026-03-19 17:55:55,SUC-02,PROD-01,29.88,5.01
TXN-018714,2026-03-19 17:56:17,SUC-03,PROD-01,9.4,3.89
TXN-018715,2026-03-19 17:56:26,SUC-01,PROD-04,20.42,1.51
TXN-018716,2026-03-19 17:56:31,SUC-03,PROD-03,13.96,1.96
TXN-018717,2026-03-19 17:56:34,SUC-03,PROD-02,6.49,3.3
TXN-018718,2026-03-19 17:56:48,SUC-03,PROD-04,12.81,2.11
TXN-018719,2026-03-19 17:58:32,SUC-01,PROD-02,20.13,2.26
TXN-018720,2026-03-19 17:59:53,SUC-01,PROD-04,14.32,2.16
TXN-018721,2026-03-19 18:00:13,SUC-02,PROD-02,20.58,1.59
TXN-018722,2026-03-19 18:02:18,SUC-03,PROD-01,11.23,3.82
TXN-018723,2026-03-19 18:03:03,SUC-02,PROD-03,16.01,2.37
TXN-018724,2026-03-19 18:03:05,SUC-02,PROD-02,12.38,2.96
TXN-018725,2026-03-19 18:03:25,SUC-01,PROD-04,13.0,2.12
TXN-018726,2026-03-19 18:03:44,SUC-02,PROD-03,16.87,3.41
TXN-018727,2026-03-19 18:05:25,SUC-03,PROD-02,27.84,3.39
TXN-018728,2026-03-19 18:05:27,SUC-01,PROD-04,18.07,3.88
TXN-018729,2026-03-19 18:05:51,SUC-02,PROD-02,19.41,4.34
TXN-018730,2026-03-19 18:08:53,SUC-01,PROD-01,14.88,2.63
TXN-018731,2026-03-19 18:12:06,SUC-02,PROD-02,17.54,2.23
TXN-018732,2026-03-19 18:12:10,SUC-02,PROD-04,14.36,3.7
TXN-018733,2026-03-19 18:12:50,SUC-01,PROD-02,7.59,2.37
TXN-018734,2026-03-19 18:13:11,SUC-03,PROD-03,55.38,4.64
TXN-018735,2026-03-19 18:15:06,SUC-02,PROD-02,29.73,2.08
TXN-018736,2026-03-19 18:16:58,SUC-03,PROD-01,18.02,4.11
TXN-018737,2026-03-19 18:17:02,SUC-02,PROD-04,21.94,2.78
TXN-018738,2026-03-19 18:17:32,SUC-01,PROD-03,19.85,2.71
TXN-018739,2026-03-19 18:17:34,SUC-01,PROD-04,11.4,2.4
TXN-018740,2026-03-19 18:19:02,SUC-01,PROD-04,17.4,3.33
TXN-018741,2026-03-19 18:19:58,SUC-02,PROD-01,10.0,3.04
TXN-018742,2026-03-19 18:20:14,SUC-01,PROD-04,19.74,3.28
TXN-018743,2026-03-19 18:25:38,SUC-01,PROD-03,14.76,2.51
TXN-018744,2026-03-19 18:26:53,SUC-03,PROD-03,14.97,4.55
TXN-018745,2026-03-19 18:27:17,SUC-01,PROD-03,19.77,2.29
TXN-018746,2026-03-19 18:28:02,SUC-01,PROD-04,12.85,2.07
TXN-018747,2026-03-19 18:28:56,SUC-03,PROD-02,11.26,2.64
TXN-018748,2026-03-19 18:29:11,SUC-03,PROD-01,21.14,2.97
TXN-018749,2026-03-19 18:31:47,SUC-02,PROD-04,16.04,4.02
TXN-018750,2026-03-19 18:33:59,SUC-01,PROD-01,17.32,2.11
TXN-018751,2026-03-19 18:35:52,SUC-02,PROD-01,18.99,3.15
TXN-018752,2026-03-19 18:36:47,SUC-01,PROD-02,18.4,3.17
TXN-018753,2026-03-19 18:37:12,SUC-03,PROD-04,13.72,3.29
TXN-018754,2026-03-19 18:37:39,SUC-02,PROD-02,35.64,2.17
TXN-018755,2026-03-19 18:38:28,SUC-02,PROD-04,7.82,2.28
TXN-018756,2026-03-19 18:38:58,SUC-02,PROD-02,15.16,2.79
TXN-018757,2026-03-19 18:43:00,SUC-03,PROD-02,13.38,2.65
TXN-018758,2026-03-19 18:46:40,SUC-01,PROD-02,14.36,1.84
TXN-018759,2026-03-19 18:46:48,SUC-01,PROD-03,26.13,3.38
TXN-018760,2026-03-19 18:48:44,SUC-02,PROD-02,7.44,5.15
TXN-018761,2026-03-19 18:49:02,SUC-03,PROD-03,14.0,3.21
TXN-018762,2026-03-19 18:52:07,SUC-02,PROD-02,34.77,2.11
TXN-018763,2026-03-19 18:52:49,SUC-01,PROD-03,21.49,3.08
TXN-018764,2026-03-19 18:56:21,SUC-03,PROD-01,16.67,5.33
TXN-018765,2026-03-19 18:57:12,SUC-01,PROD-03,9.68,4.51
TXN-018766,2026-03-19 18:59:12,SUC-03,PROD-01,11.36,2.43
TXN-018767,2026-03-19 18:59:30,SUC-02,PROD-03,14.05,3.63
TXN-018768,2026-03-19 19:00:10,SUC-01,PROD-02,13.68,2.4
TXN-018769,2026-03-19 19:00:34,SUC-03,PROD-04,15.81,3.47
TXN-018770,2026-03-19 19:00:40,SUC-02,PROD-03,11.2,2.48
TXN-018771,2026-03-19 19:02:47,SUC-03,PROD-01,17.77,4.17
TXN-018772,2026-03-19 19:02:49,SUC-02,PROD-01,15.98,3.7
TXN-018773,2026-03-19 19:04:10,SUC-01,PROD-04,21.76,3.79
TXN-018774,2026-03-19 19:06:37,SUC-02,PROD-02,23.9,3.99
TXN-018775,2026-03-19 19:07:14,SUC-01,PROD-03,30.07,3.1
TXN-018776,2026-03-19 19:09:48,SUC-02,PROD-01,16.92,2.43
TXN-018777,2026-03-19 19:10:56,SUC-03,PROD-03,9.0,3.57
TXN-018778,2026-03-19 19:11:09,SUC-01,PROD-02,9.69,3.26
TXN-018779,2026-03-19 19:12:47,SUC-01,PROD-03,18.99,2.04
TXN-018780,2026-03-19 19:14:36,SUC-03,PROD-04,12.47,3.84
TXN-018781,2026-03-19 19:16:03,SUC-03,PROD-04,18.13,4.46
TXN-018782,2026-03-19 19:16:06,SUC-02,PROD-04,14.78,2.58
TXN-018783,2026-03-19 19:17:24,SUC-03,PROD-04,9.35,2.98
TXN-018784,2026-03-19 19:17:27,SUC-01,PROD-01,21.77,3.59
TXN-018785,2026-03-19 19:18:54,SUC-02,PROD-03,19.58,3.7
TXN-018786,2026-03-19 19:21:55,SUC-02,PROD-01,21.01,2.97
TXN-018787,2026-03-19 19:22:39,SUC-03,PROD-03,14.14,3.89
TXN-018788,2026-03-19 19:22:43,SUC-02,PROD-03,24.11,3.92
TXN-018789,2026-03-19 19:23:58,SUC-02,PROD-01,14.66,3.09
TXN-018790,2026-03-19 19:25:48,SUC-03,PROD-01,21.51,1.93
TXN-018791,2026-03-19 19:26:20,SUC-01,PROD-03,9.5,3.07
TXN-018792,2026-03-19 19:27:15,SUC-03,PROD-02,23.56,2.31
TXN-018793,2026-03-19 19:28:10,SUC-03,PROD-01,15.85,4.54
TXN-018794,2026-03-19 19:32:10,SUC-01,PROD-04,24.96,3.03
TXN-018795,2026-03-19 19:35:26,SUC-02,PROD-03,11.22,2.74
TXN-018796,2026-03-19 19:36:14,SUC-03,PROD-04,16.18,2.61
TXN-018797,2026-03-19 19:36:17,SUC-03,PROD-04,19.12,4.21
TXN-018798,2026-03-19 19:36:33,SUC-01,PROD-02,22.64,3.59
TXN-018799,2026-03-19 19:37:41,SUC-02,PROD-01,10.45,3.62
TXN-018800,2026-03-19 19:40:29,SUC-02,PROD-03,12.75,3.01
TXN-018801,2026-03-19 19:45:39,SUC-02,PROD-01,10.69,3.73
TXN-018802,2026-03-19 19:45:54,SUC-01,PROD-03,19.19,2.84
TXN-018803,2026-03-19 19:46:31,SUC-01,PROD-01,19.57,2.14
TXN-018804,2026-03-19 19:46:32,SUC-02,PROD-04,9.33,2.84
TXN-018805,2026-03-19 19:46:39,SUC-03,PROD-03,26.11,4.87
TXN-018806,2026-03-19 19:47:06,SUC-02,PROD-01,15.55,2.72
TXN-018807,2026-03-19 19:48:03,SUC-02,PROD-01,25.26,3.55
TXN-018808,2026-03-19 19:48:24,SUC-02,PROD-03,12.94,4.17
TXN-018809,2026-03-19 19:48:41,SUC-02,PROD-02,17.24,2.88
TXN-018810,2026-03-19 19:50:28,SUC-03,PROD-01,29.12,2.72
TXN-018811,2026-03-19 19:52:29,SUC-02,PROD-02,14.6,2.92
TXN-018812,2026-03-19 19:52:33,SUC-02,PROD-01,29.17,2.49
TXN-018813,2026-03-19 19:52:35,SUC-03,PROD-04,14.49,3.96
TXN-018814,2026-03-19 19:54:07,SUC-03,PROD-02,15.64,2.46
TXN-018815,2026-03-19 19:55:51,SUC-03,PROD-02,10.87,3.19
TXN-018816,2026-03-19 19:56:40,SUC-02,PROD-04,15.24,1.9
TXN-018817,2026-03-19 19:56:59,SUC-02,PROD-02,20.34,3.62
TXN-018818,2026-03-19 19:58:35,SUC-03,PROD-01,10.35,3.45
